id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.committeeMember,dc.contributor.department,dc.contributor.majorProfessor,dc.date,dc.date.accessioned,dc.date.available,dc.date.copyright,dc.date.embargo,dc.date.issued,dc.date.updated,dc.description,dc.description.abstract,dc.description.comments,dc.description.embargoterms,dc.description.provenance[en],dc.format.mimetype,dc.identifier,dc.identifier.articleid,dc.identifier.contextkey,dc.identifier.doi,dc.identifier.orcid,dc.identifier.other,dc.identifier.s3bucket,dc.identifier.studentid,dc.identifier.submissionpath,dc.identifier.uri,dc.language.iso,dc.language.rfc3066,dc.publisher,dc.relation.hasversion,dc.relation.ispartofseries,dc.relation.isversionof,dc.rights,dc.rights.holder,dc.rights.uri[*],dc.rights[*],dc.source.bitstream,dc.source.uri,dc.source.uri[*],dc.subject.disciplines,dc.subject.disciplines[en_US],dc.subject.keywords,dc.subject.keywords[en_US],dc.supplemental.bitstream,dc.title,dc.type,dc.type.genre,dc.type.genre[en_US],dc.type[en_US],dspace.entity.type,relation.hasVersion,relation.isAuthorOfPublication,relation.isOrgUnitOfPublication,relation.isSeriesOfPublication,relation.isVersionOf,thesis.degree.department,thesis.degree.discipline,thesis.degree.discipline[en_US],thesis.degree.grantor[en_US],thesis.degree.level,thesis.degree.level[$],thesis.degree.name,thesis.degree.name[en_US]
071951c9-9c92-48c4-b9a0-a94afeba6793,20.500.12876/5,Leslie Miller||Shashi Gadia||James Roth,"Yahya, Melissa",,Department of Computer Science::virtual::89725::600,,2018-08-23T07:23:46.000,2020-06-30T07:40:20Z,2020-06-30T07:40:20Z,Tue Jan 01 00:00:00 UTC 2008,,1/1/2008,,,"<p>Bioterrorism has become one of the greatest threats for nations. As bioterrorism threats are increasing these days, research in bioterrorism surveillance has been conducted to detect the threats at the earliest time. Following this research, some bioterrorism surveillance systems have been developed. Some of these systems use humans as indicators and the others use animals. Both of these systems detect the threats by collecting and analyzing the statistical data on health trends. Since most bio-weapons start as animal diseases, using animals as indicators allow identification of a bioterrorism threat at earlier time than using humans.;Current bioterrorism surveillance systems based on animals focus only on certain groups of animal species while there are other animal species that are also very susceptible to the highly-threatening diseases. The system introduced here provides a step towards the identification of highly-threatening diseases in animal species, such as cattle and pigs. In the event of such identification, a red flag is raised and related information is sent to agents responsible for looking into the threats in more detail. The design, implementation and result of this system are given and explained.</p>",,,Made available in DSpace on 2020-06-30T07:40:20Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/14906/,15905,7008066,https://doi.org/10.31274/rtd-180813-16052,,,isulib-bepress-aws-west,,rtd/14906,https://dr.lib.iastate.edu/handle/20.500.12876/68484,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/14906/1450150.PDF|||Fri Jan 14 20:28:37 UTC 2022,,,Computer Sciences,,Computer science,,,An online system for bioterrorism surveillance,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::89725::600,,,,,,,thesis,,Master of Science,
627f3f60-5fab-43f6-91a7-a41c3379c52a,20.500.12876/5,Shashi K. Gadia,"Wang, Xiaofeng",,Department of Computer Science::virtual::129645::600,,2018-08-11T20:21:08.000,2020-06-30T02:52:37Z,2020-06-30T02:52:37Z,Wed Jan 01 00:00:00 UTC 2014,1/1/2001,1/1/2014,,,"<p>The transition from paper-oriented record keeping to their on-line counterpart has been</p>
<p>anything but smooth. Often, the on-line systems are difficult to use and do not provide a</p>
<p>structure to maintain organizational memory and procedures. A user momentarily sees the</p>
<p>part he / she is currently working on and not aware of the big picture. Often, the user is has to</p>
<p>work in such convoluted ways that require considerable learning curve. The Course Catalog at</p>
<p>universities seem to be facing this these problems.</p>
<p>In this thesis we provide XCCat, an XML-based road-map for an enterprise solution for</p>
<p>design, implementation, usage, and maintenance of course catalogs for institutions of higher</p>
<p>learning. XCCat brings information about curriculum requirements, courses, changes to</p>
<p>courses, approval sequences, participants and deliberations surrounding catalog development,</p>
<p>and report generation under a single umbrella in a live XML-based database that not only</p>
<p>remembers everything but can also be queried for this memory. The concept of catalog</p>
<p>publication is carefully developed so when a catalog for the next year is published, the</p>
<p>development version of the catalog for the following year is also published; the latter</p>
<p>automatically carries forward the unfinished work in progress. This simplifies many things:</p>
<p>need for tracking is reduced considerably, the development version of the catalog is always</p>
<p>available, increases opportunities for collaboration, there is only one goto place foll all</p>
<p>participants (e.g. university, colleges, and programs) for all catalog related issues. There is</p>
<p>only one view of the catalog, all information is visible to everyone except the parts that need</p>
<p>authorization for making updates. A fair portion that is enough to assess the viability of the</p>
<p>ideas behind XCCat have already been implemented.</p>
<p>The approach comes close to what has been termed zero information-loss in the field of</p>
<p>temporal databases. In the zero information loss model, one could query data, the database</p>
<p>history of data, query updates, and query queries. Zero information-loss is a part of what is</p>
<p>known as provenance in databases and information systems these days.</p>",,,Made available in DSpace on 2020-06-30T02:52:37Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/13855/,4862,5777567,https://doi.org/10.31274/etd-180810-246,,,isulib-bepress-aws-west,,etd/13855,https://dr.lib.iastate.edu/handle/20.500.12876/28042,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/13855/Wang_iastate_0097M_14272.pdf|||Fri Jan 14 20:02:33 UTC 2022,,,Computer Sciences,,,,,An XML-based framework for management of a course catalog system with zero information-loss,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::129645::600,,,,,,,thesis,,Master of Science,
6dfce13b-59a4-4f47-a3be-f71eccfd8416,20.500.12876/5,"Li, Qi||Rajan, Hridesh||Tavanapong, Wallapak||Le, Wei||Gao, Hongyang","Chakraborty, Mohna",,Department of Computer Science::virtual::244764::600,,,2024-10-15T22:22:51Z,2024-10-15T22:22:51Z,,,2024-08,2024-10-15T22:22:52Z,,"Customers express their opinions and provide feedback through reviews, making the analysis of the reviews crucial for business development. However, the sheer volume of reviews necessitates cost-effective approaches for review analysis. Hiring expert annotators is expensive in terms of time and money. Alternative methods include using fine-tuned large language models, high-quality rules derived from human-annotated corpora, or a combination of both. Yet, these approaches require sufficient labeled samples, which are expensive and seldom available, especially in resource-scarce domains. In the absence of high-quality rules or sufficiently labeled samples, the performance of large language models degrades due to noise and bias in training.

To address the issue of noise and bias in training, we propose strategies based on the intuition that tasks with the same goal should agree on their interpretations of the same reviews. Based on this intuition, we propose frameworks with multiple modules having similar goals and then apply canonical correlation analysis as an early stopping indicator to avoid overfitting to noise. We also apply the self-training process to gradually enrich the training data, mitigating weak supervision bias.

In addition to typical model training, recent studies have shown that prompt-based approaches can effectively leverage the knowledge embedded in pre-trained language models for various tasks, requiring very few labeled samples. These approaches use prompts and verbalizers that map model predictions to the label space. Prompts and verbalizers can be manually provided by humans or generated automatically. Manual prompts and verbalizers rely heavily on human knowledge of the task and are often sub-optimal since language models may interpret them differently from humans. Automatic prompt and verbalizer generation use large generative models that need few labeled samples for fine-tuning; however, their performance is sensitive to the choice of few-shot samples. Additionally, deploying and tuning large generative models on local hardware is costly due to their size. To overcome the limitations of recent studies, we propose approaches to automatically generate high-quality prompts and verbalizers and identify few-shot samples in a zero-shot/cold-start fashion using a moderately sized masked language model, which can be easily deployed and tuned in-house for real-world applications.

Specifically, for automatic prompt generation, we propose a prompt augmentation technique to generate prompts and a novel ranking metric to rank the automatically generated prompts under the zero-shot setting based on the intuition that high-quality prompts should be sensitive to changes in certain keywords in the given sentence. Our intuition for selecting verbalizers and few-shot samples is that they both should model the distribution of the samples in the provided dataset. We propose a novel group-ranking approach based on the intra and inter similarity among groups following the cold-start setting. The verbalizer tokens and few-shot samples are then obtained using highly ranked groups. 

This dissertation discusses the proposed cost-effective approaches that facilitate the efficient analysis of reviews from various domains with minimal supervision.",,,"Made available in DSpace on 2024-10-15T22:22:51Z (GMT). No. of bitstreams: 1
Chakraborty_iastate_0097E_21703.pdf: 6952613 bytes, checksum: 5a822bf250edfec1e8940cf1e14d3d84 (MD5)
  Previous issue date: 2024-08",PDF,,,,,0000-0003-3112-7445,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/avVO3pZr,en,en,,,,,,,,,,,,,Computer science,,Data Annotation||Data Mining||Prompt-based Learning||Review Analysis,,Analysis of textual-based reviews with minimal supervision,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244764::600,,,,,Computer science,Iowa State University,,dissertation,,Doctor of Philosophy
f9730247-4fde-4d11-90c5-388ff119fa06,20.500.12876/5,"Le, Wei||Basu, Samik||Rajan, Hridesh||Ciardo, Gianfranco||Cohen, Myra B","Kallingal Joshy, Ashwin",,Department of Computer Science::virtual::244735::600,,,2024-01-25T20:15:11Z,2024-01-25T20:15:11Z,,,2023-12,2024-01-25T20:15:11Z,,"It appears to be a fact of life that no matter how much effort is spent on testing a program, software defects are continually introduced and removed during the development process. Numerous static and dynamic code analysis based techniques exist to help the developers quickly locate and fix these faults. However, in spite of existence of advanced techniques like path-sensitive static analysis tools, fuzzers, automated fault localization, and program repairs, a significant amount of developer's time is still spent in locating, understanding and fixing faults.

In this thesis, we developed code fragment analysis techniques to address these challenges. The code fragments consists of noncontinuous statements extracted from the original programs, with respect to some desired property. These code fragments can then be made executable to help gain further insight on the property. First, we identified a set of challenges for extracting and building such statements and devised solutions for them. Then, we used our findings to automatically validate path-sensitive static analysis warnings by converting the paths reported by the tools into code fragments. These code fragments are then dynamically executed to check for the existence of the static warnings reported by the tools.

We found that code fragments are able to validate static warnings by exposing their dynamic symptoms. Hence, we created as-small-as-possible executable code fragments that can reproduce the faults called fault signatures. We found that the smaller size and complexity of the fault signatures helped fuzzers to generate crashing inputs for faults that are harder to reproduce using the original programs. As the next step, we generated fault signatures for crashes reported by fuzzers. We then used them to identify ""unique"" faults and deduplicate the crashing inputs reported by the fuzzers. We found that using fault signatures correctly grouped the crashing inputs for unique faults and outperformed the state-of-the-art fuzzer based deduplication methods by as much as 75 times.

Finally, we analyzed features of code fragments and used diffs generated from vulnerability fixing patches to actively train a machine learning model that identifies statements that contribute towards the bug fix. This model was then used to produce a large dataset of line-level vulnerability labels that can be used by other deep-learning based approaches for tasks like identifying vulnerable lines, bug detection, and fault localization. We found that using our dataset improved the performance of LineVul, a state-of-the-art vulnerability detection model, in terms of both the number of detected vulnerable functions/statements and their accuracy.",,,"Made available in DSpace on 2024-01-25T20:15:11Z (GMT). No. of bitstreams: 1
KallingalJoshy_iastate_0097E_21223.pdf: 964386 bytes, checksum: b10795cad6acbfbe1f41419ead26cdf2 (MD5)
  Previous issue date: 2023-12",PDF,,,,https://doi.org/10.31274/td-20240617-353,0000-0001-8236-5027,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/aw4NWl6r,en,en,,,,,,,,,,,,,Computer science,,Code Fragment||Deduplication||Fault Signature||Fuzzing||Static Warnings||Testing,,Analyzing code fragments for faults,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244735::600,,,,,Computer science,Iowa State University,,dissertation,,Doctor of Philosophy
14c35300-75b7-42a5-ae30-f3211bc51e87,20.500.12876/5,"Cohen, Myra B.||Basu, Samik||Newman, Jennifer","Sinha, Urjoshi",,Department of Computer Science::virtual::244936::600,,,2023-06-20T22:16:45Z,2023-06-20T22:16:45Z,,,2023-05,2023-06-20T22:16:46Z,,"Highly configurable systems which offer users a large array of options to choose from, come with many challenges. Users of these software systems often want to optimize a particular objective such as improving a functional outcome or increasing system performance. However, many applications today are data-driven, meaning they depend on inputs or data which can be complex and varied. Examples of data-driven systems include tools such as a search engine and scientific software such as a DNA alignment tool. In any data-driven system, the output of the application is directly influenced by the information being fed to these systems which further depends on the nature of the end-user’s objectives. For instance, in a search engine the output depends on the input search query string or how the user is framing these queries. Hence, when trying to optimize these systems, a search needs to be run (and re-run) for all inputs, making optimization a heavy-weight and potentially impractical process. The second part of the problem is that we are also faced with the challenge of devising effective ways of testing these large configuration spaces, given their data-driven nature. In this work, we explore these issues on data-driven highly-configurable scientific applications in two domains- bio-informatics and cyber-physical systems.
In the first part of this thesis, we ask if it is possible to use an optimization algorithm to find configurations to improve functional objectives. We also try to find patterns of best configurations over all input data and try to examine if sampling can be used to approximate the results. For the data-driven application studied in the bio-informatics domain, we find that the default configuration is best only 34% of the time, while clear patterns emerge of other best configurations. We also find evidence that it is possible to use light-weight optimization approaches for this problem. Finally, we demonstrate that sampling of the input data helps find patterns at a lower cost.
The second part of this thesis focuses on studying configurable autopilot tools used in cyber-physical systems such as drones. We present an intelligent approach of exploring configurability in autopilot tools by using model-based testing which involves feature-modeling, classification trees as some of the key components. We discover that it is possible to detect patterns of poor, or sub-optimal configurations for a given user-scenario using our method.
This work thus aims to present efficient approaches to study data-driven configurable tools and optimize configuration spaces with regard to specific user objectives.",,,"Made available in DSpace on 2023-06-20T22:16:45Z (GMT). No. of bitstreams: 1
Sinha_iastate_0097M_20517.pdf: 1882193 bytes, checksum: 72853fe5799694cc7ce44660ff87a11a (MD5)
  Previous issue date: 2023-05",PDF,,,,,0000-0001-6886-4268,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/3wxaeJov,en,en,,,,,,,,,,,,,Computer science,,bioinformatics||configuration optimization||data-driven||genetic algorithm||px4-autopilot||software engineering,,Analyzing the impact of configurations in data-driven software applications,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244936::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
db6d364d-9c82-4a7e-8726-c56ea080e423,20.500.12876/5,"Wurtele, Eve Syrkin||Prabhu, Gurpur M||Mitra, Simanta","Kaliki, Sumanth Kumar",,Department of Computer Science::virtual::244928::600,,,2022-11-09T05:30:07Z,2022-11-09T05:30:07Z,,,2021-12,2022-11-09T05:30:08Z,,"Next-generation RNA sequencing technology has revolutionized translational research. RNA-Seq enables researchers to accurately quantify and compare the gene expression levels within and across diverse biological samples. Today, petabytes of multidimensional, complex RNA-Seq data are available publicly. Researchers analyze this multidimensional data using dimensionality reduction algorithms and heat maps—however, many available tools are written in the R or Python language. These tools lack an easy-to-use interactive interface and are not suitable for large data sets. Interactivity is a key requirement for efficient data analysis of complex multidimensional data sets. Based on this, Singh et al. developed a Java tool, MetaOmGraph [Singh et al. (2020)], for fully interactive analysis of large omics data sets.
     This thesis extends the functionality of MetaOmGraph (MOG) software and adds dimensionality reduction features for easy and efficient analysis of bulk and single-cell RNA-Seq data. I have added Principal component analysis (PCA), t-distributed stochastic neighbor embedding (t-SNE) dimensionality reduction algorithms, and heat maps to MOG to facilitate multidimensional data analysis. Researchers can interactively visualize PCA, t-SNE, and heat maps by changing the final appearance of plots using various options provided in each of these. Sample filtering in MOG is now made easy and efficient for the user by creating sample subset lists. Overall, these contributions to MOG make it more user-friendly. MOG software is available at https://metnetweb.gdcb.iastate.edu/MetNet_MetaOmGraph.htm and the code is at https://github.com/urmi-21/MetaOmGraph.",,,"Made available in DSpace on 2022-11-09T05:30:07Z (GMT). No. of bitstreams: 1
Kaliki_iastate_0097M_19927.pdf: 1380612 bytes, checksum: fb62adafe8572fd703c771a35d26b723 (MD5)
  Previous issue date: 2021-12||Item withdrawn by Anne Shelley (aeshelle@iastate.edu) on 2024-03-16T04:12:32Z
Item was in collections:
Theses and Dissertations (ID: 0830d32e-14e1-4a4f-bb8f-271a75ed35af)
No. of bitstreams: 4
Kaliki_iastate_0097M_19927.pdf.jpg: 4964 bytes, checksum: be20fc385d4eea7bd15a693f761fdfa2 (MD5)
Kaliki_iastate_0097M_19927.pdf.txt: 52376 bytes, checksum: bfe63cbf2e6e32318c737b45b71c6725 (MD5)
sword-2022-11-09.original: 1342182 bytes, checksum: d6487fd391713a29581d4e5cd2491966 (MD5)
Kaliki_iastate_0097M_19927.pdf: 1380612 bytes, checksum: fb62adafe8572fd703c771a35d26b723 (MD5)",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/ywAbdBnv,en,en,,,,,,,,,,,,,Computer science,,Analysis of large omics data sets||MetaOmGraph||MOG||PCA||t-SNE,,Application of Computer Science to enhancing and adding functionality to an innovative software - MetaOmGraph,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244928::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
5b49664d-cc07-4e8f-8671-7865606a447a,20.500.12876/5,"Rajan, Hridesh||Mitra, Simanta||Shihab, Emad","OBrien, David",,Department of Computer Science::virtual::245022::600,,,2024-10-15T22:10:49Z,2024-10-15T22:10:49Z,,,2024-08,2024-10-15T22:10:50Z,,"Code intelligence tools such as GitHub Copilot have begun to bridge the gap between natural language and programming language. A frequent software development task is the management of technical debts, which are suboptimal solutions or unaddressed issues which hinder future software development. Developers have been found to ``self-admit'' technical debts (SATD) in software artifacts such as source code comments. Thus, is it possible that the information present in these comments can enhance code generative prompts to repay the described SATD? Or, does the inclusion of such comments instead cause code generative tools to reproduce the harmful symptoms of described technical debt? Does the modification of SATD impact this reaction? Despite the heavy maintenance costs caused by technical debt and the recent improvements of code intelligence tools, no prior works have sought to incorporate SATD towards prompt engineering. Inspired by this, this thesis contributes and analyzes a dataset consisting of 36,381 TODO comments in the latest available revisions of their respective 102,424 repositories, from which we sample and manually generate 1,140 code bodies using GitHub Copilot. Our experiments show that GitHub Copilot can generate code with the symptoms of SATD, both prompted and unprompted. Moreover, we demonstrate the tool's ability to automatically repay SATD under different circumstances and qualitatively investigate the characteristics of successful and unsuccessful comments. Finally, we discuss gaps in which GitHub Copilot's successors and future researchers can improve upon code intelligence tasks to facilitate AI-assisted software maintenance.",,,"Made available in DSpace on 2024-10-15T22:10:49Z (GMT). No. of bitstreams: 1
OBrien_iastate_0097M_21614.pdf: 366247 bytes, checksum: d9001d32b7a6a563c90b34d331b31579 (MD5)
  Previous issue date: 2024-08",PDF,,,,,0000-0001-9730-9220,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/1wgeG9Ar,en,en,,,,,,,,,,,,,Computer science,,code generation||large language models||technical debt,,Are prompt engineering and todo comments friends or foes? An evaluation on GitHub Copilot,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::245022::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
95d7ae6d-d945-4a71-83ca-211f5b055c40,20.500.12876/5,"Zhang, Wensheng||Saifullah, Abusayeed||Cai, Ying","Permatasari, Elisabeth Kusuma Adi",,Department of Computer Science::virtual::244947::600,,,2023-01-10T17:13:29Z,2023-01-10T17:13:29Z,,,2022-12,2023-01-10T17:13:29Z,,"Reliable and real-time communication between sensors and actuators is a precursor in
industrial Internet of Things (IIoT) applications. Time synchronized channel hopping (TSCH) is
a key feature in existing IIoT wireless standards such as WirelessHART for reliable
communication. The current hopping strategy in WirelessHART utilizes a predefined channel
sequence which requires sender-receiver pairs to compute the channels using a modular function
prior to communication. As the sequence length is limited by the total number of channels, the
function produces a strong repetitive channel usage. Consequently, a jammer is able to derive the
channel usage through a small effort by listening to the active links without knowing the original
sequence. Additionally, adopting harmonic superframe lengths also makes channel cracking easier.
Existing channel hopping strategies in other wireless domains are not designed to meet high
reliability and real-time requirements of WirelessHART networks. A channel hopping for
WirelessHART network must guarantee fast switching (within 0.192 ms), channel synchronization
between senders and receivers, and interference-free concurrent transmissions. In this work, an
attack-resilient channel hopping mechanism that meets these requirements is proposed. Our
approach significantly reduces the strong repetitive pattern in channel sequence by adding
randomness at multiple levels. We have implemented our approach and evaluated through testbed
experiments and also through simulations in Cooja. The results show that our proposed approach
can significantly lower a jammer’s capability in making correct channel prediction without
increasing the channel hopping overhead from the current approach.",,,"Made available in DSpace on 2023-01-10T17:13:29Z (GMT). No. of bitstreams: 1
Permatasari_iastate_0097M_20602.pdf: 20875669 bytes, checksum: 123851e5feaac045a2d180f610de3c09 (MD5)
  Previous issue date: 2022-12",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/Nveo0y5z,en,en,,,,,,,,,,,,,Computer science,,Attack resilience||Channel hopping||Industrial Internet of Things||WirelessHART,,Attack-resilient channel hopping for WirelessHART,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244947::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
61fe00d7-bee5-4218-a84f-357cf64450d3,20.500.12876/5,Johnny S. Wong||Julie A. Dickerson,"Velagaleti, Narasimha Rao",,Department of Computer Science::virtual::78808::600,,2018-08-11T15:18:39.000,2020-06-30T02:29:32Z,2020-06-30T02:29:32Z,Tue Jan 01 00:00:00 UTC 2008,6/5/2013,1/1/2008,,,"<p>Routing in wireless networks is not an easy task as they are highly vulnerable to attacks. The main goal of this work is to study the routing performance and security aspects of wireless ad hoc and mesh networks. Most of the routing protocols use hop-count as the routing metric. Hop count metric may not be appropriate for routing in wireless networks as this does not account for the link qualities, advantages of multi-radio paradigm etc.</p>
<p>There are several metrics designed for link quality based source routing protocols for multi-radio wireless ad hoc and mesh networks. For example Weighted Cumulative Expected Transmission Time (WCETT), Adjusted Expected Transfer Delay(AETD) etc. But these metrics do not consider the effect of individual link qualities on the total route quality and route selection. This lack of ability from WCETT or AETD would allow them to select suboptimal paths when actually an optimal path is available. In another point of view, this inability can create a routing disruption attack named as delay-variation attack (a variant of black hole attack). It can be launched by a couple of colluding attackers attracting packets at one point by showing very good link qualities and dropping packets at another point by decreasing the link quality. To select an optimal route and prevent the above mentioned attack, a new routing metric known as Variance Based Path Quality metric (VBPQ) is proposed. VBPQ metric provides a robust, reliable and secure edge to the routing mechanism.</p>
<p>Another major contribution of this study is to provide a detection mechanism for wormhole attacks in wireless ad hoc networks operating on link quality based source routing protocols. There have been several detection techniques designed for hop count based routing protocols but not for link quality based source routing protocols. In this work, a data mining approach called Cross feature analysis is used in an algorithm to detect wormhole attacks.</p>",,,Made available in DSpace on 2020-06-30T02:29:32Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/10586/,1610,2806777,https://doi.org/10.31274/etd-180810-293,,,isulib-bepress-aws-west,,etd/10586,https://dr.lib.iastate.edu/handle/20.500.12876/24792,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/10586/Velagaleti_iastate_0097M_10016.pdf|||Fri Jan 14 18:23:49 UTC 2022,,,Computer Sciences,,routing||security||attacks||VBPQ||wireless mesh networks||wireless networks||wormhole attack,,,Attacks and countermeasures on routing protocols in wireless networks,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::78808::600,,,,,,,thesis,,Master of Science,
93ffa913-3aa7-436a-8da1-78389a18e426,20.500.12876/5,"Jannesari, Ali||Darr, Matthew||Li, Qi","Herrera, Jansel Emmanuel",,Department of Computer Science::virtual::244946::600,,,2023-06-20T22:20:26Z,2023-06-20T22:20:26Z,,,2023-05,2023-06-20T22:20:26Z,,"Learning compressed representations of higher-dimensional data for exploratory analysis and discovery of semantically meaningful information is a long-standing problem in computer vision. Self-supervised methods such as contrastive learning have been employed for model pre-training with good results, while clustering with the embeddings has been less impressive. Without a labeled dataset supporting supervised learning on the desired categories, other strong assumptions such as the number of clusters are often made prior to training, with no guarantees the clusters are biased towards semantically meaningful categories. In this paper, we present a learning paradigm that employs an auxiliary loss with contrastive learning that injects an inductive bias into the training process via a conveniently known and understood characteristic while avoiding strong assumptions such as the number of clusters in the data during training. This results in the ability to use the resulting embeddings for cluster discovery that isn't predicated on the strong assumption of the number of clusters prior to training. This is especially useful in most real-world datasets where the number of clusters is not known ahead of time such as in the domain of computational agriculture. In addition, a hard attention mask was explored on the embeddings, and was found to help further disperse and separate the clusters for easier identification. Outliers were also easily identified from the subsequent embeddings. We compare results between our method and a contrastive learning-only approach on a real-world dataset containing 227,060 in-field images consisting of 11 different crop classes and show the clear value in injecting an inductive bias via auxiliary loss, as well as the value of hard masking.",,,"Made available in DSpace on 2023-06-20T22:20:26Z (GMT). No. of bitstreams: 1
Herrera_iastate_0097M_20854.pdf: 30526050 bytes, checksum: 2eedf3d5350fffcc7298bad7b74c5bf6 (MD5)
  Previous issue date: 2023-05",PDF,,,,,0009-0001-9771-4987,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/dvmqeB3v,en,en,,,,,,,,,,,,,Computer science,,Contrastive Learning||Deep Learning||Machine Learning||Unsupervised Learning,,Attention based contrastive learning with non-Siamese architecture,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244946::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
991251fd-00d2-45d1-bc61-c16ab8f69ca1,20.500.12876/5,"Mitra, Simanta||Prabhu, Gurpur||Chang, Carl","Sreepathy, Gayathri",,Department of Computer Science::virtual::244945::600,,,2022-11-08T23:37:30Z,2022-11-08T23:37:30Z,,,2020-12,2022-11-08T23:37:30Z,,"Learning from online videos mainly helps the students and every individual understand a specific topic easily because of the realistic picturization. One of resources available to students is automated analysis and indexing of online lecture videos using image processing. Many online educational organizations and universities use video lectures to support teaching and learning. In past decades, video lecture portals have been widely used and are very popular. The text displayed in these video lectures are a valuable source for analyzing and indexing the lecture contents. Considering this scenario, we present an approach for automatic analysis and indexing of lecture videos using OCR (Optical Character Recognition) technology. For this, we segregated the unique key frames from a lecture video to extract the video contents. After the segregation of key frames by applying OCR and ASR (Automatic Speech Recognition) technology we can extract the textual data contents from the video lecture. From the obtained metadata, we segmented the video lecture based on the time-based text occurrence of the topics. The performance and the effectiveness of proposed analysis and indexing is proven by the evaluation.",,,"Made available in DSpace on 2022-11-08T23:37:30Z (GMT). No. of bitstreams: 1
Sreepathy_iastate_0097M_19142.pdf: 625004 bytes, checksum: e087ac0a4ff10519ae5d993e60e50748 (MD5)
  Previous issue date: 2020-12",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/jrl84O6r,en,en,,,,,,,,,,,,,Computer science,,ASR||Image processing||Lecture videos||OCR,,Automated analysis and indexing of lecture videos,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244945::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
